"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"palmetto","8","NULL","211","1944"
"palomino","8","NULL","215","2607"
"palpable","8","2","213","1746"
"palpably","8","1","28","1635"
"Pamela's","8","1","66","1910"
"pampered","8","1","263","4034"
"pamphlet","8","3","2115","1838"
"panaceas","8","1","27","1955"
"pancreas","8","NULL","544","2179"
"pandemic","8","2","110","2773"
"paneling","8","6","104","4163"
"panicked","8","2","596","2720"
"panorama","8","4","734","2497"
"panpipes","8","NULL","4","2154"
"pantheon","8","5","635","2758"
"panthers","8","1","1374","3480"
"paperboy","8","NULL","470","2641"
"parables","8","1","226","3156"
"parabola","8","NULL","134","2359"
"paradigm","8","6","4279","2311"
"parading","8","2","187","4000"
"paradise","8","12","11010","2736"
"paraffin","8","NULL","265","2922"
"Paraguay","8","NULL","477","2166"
"parakeet","8","NULL","178","2323"
"parallel","8","40","25084","2939"
"paralyze","8","1","1665","2446"
"parasols","8","2","21","2361"
"paranoia","8","NULL","2953","2583"
"paranoid","8","2","5408","2444"
"parapets","8","1","16","2554"
"parasite","8","1","2898","3222"
"parceled","8","1","25","3510"
"pardoned","8","2","232","3396"
"pardoner","8","NULL","4","3136"
"parental","8","2","2201","3505"
"parent's","8","1","1367","3201"
"ornament","8","4","557","1349"
"ornately","8","1","38","1567"
"orphaned","8","2","445","1832"
"orthodox","8","19","5631","727"
"outboard","8","7","672","963"
"outbound","8","NULL","860","961"
"outbreak","8","2","1023","1084"
"outburst","8","2","484","1327"
"outcaste","8","NULL","23","1761"
"outcasts","8","1","287","1385"
"outclass","8","1","33","1241"
"outcomes","8","11","1832","1698"
"outcrops","8","1","38","928"
"outdated","8","3","2849","2188"
"outdoors","8","6","2804","1059"
"outfield","8","3","433","1063"
"outfight","8","NULL","10","802"
"outflank","8","NULL","52","1174"
"outgoing","8","8","3231","2376"
"outhouse","8","1","200","1399"
"outlawed","8","4","1630","1661"
"outlawry","8","1","10","922"
"outlined","8","6","3491","3224"
"outlines","8","6","1682","3032"
"outlived","8","3","192","2059"
"outlying","8","2","252","2431"
"outmarch","8","NULL","0","1134"
"outmatch","8","NULL","4","1172"
"outmoded","8","4","260","1764"
"outposts","8","1","263","1388"
"outraged","8","7","1237","2262"
"outrages","8","3","157","2070"
"outreach","8","5","1439","1740"
"outright","8","9","4212","1392"
"outshine","8","NULL","68","2062"
"outsider","8","3","943","1800"
"outsized","8","1","15","1699"
"outsmart","8","NULL","95","1084"
"outstrip","8","NULL","95","1530"
"outwards","8","NULL","354","1014"
"outweigh","8","2","944","737"
"ovenware","8","NULL","3","1206"
"overalls","8","5","311","1738"
"overarch","8","NULL","1","1692"
"overbear","8","NULL","6","1401"
"overcame","8","3","416","1424"
"overcast","8","9","304","1542"
"overcoat","8","5","207","1888"
"overcome","8","26","7196","1386"
"overhead","8","18","8511","1484"
"overhear","8","NULL","118","1644"
"overdone","8","2","385","1616"
"overdose","8","NULL","840","1319"
"overdraw","8","NULL","19","1393"
"overhaul","8","3","960","1177"
"overfeed","8","1","20","1869"
"overfill","8","1","57","1355"
"overflow","8","2","1980","1141"
"overhand","8","2","101","1492"
"overhang","8","1","200","2132"
"overheat","8","1","302","2155"
"overkill","8","NULL","1714","1336"
"overlaid","8","1","224","1399"
"overland","8","1","711","1726"
"overlaps","8","1","310","1325"
"overleap","8","NULL","0","1939"
"overload","8","3","2585","1264"
"overlong","8","NULL","109","2210"
"overlook","8","4","1583","1250"
"overlord","8","NULL","1705","1436"
"overpaid","8","1","299","1175"
"overpass","8","NULL","226","1370"
"overplay","8","NULL","32","1318"
"overrate","8","NULL","36","2545"
"override","8","1","3086","1718"
"overrode","8","1","95","1347"
"overrule","8","NULL","174","1474"
"overseas","8","22","9860","1458"
"overseer","8","1","364","1861"
"oversell","8","NULL","32","1565"
"overshot","8","1","146","1353"
"oversize","8","2","328","1441"
"occurred","8","67","11947","1780"
"oddities","8","1","455","2044"
"Odysseus","8","1","161","583"
"offences","8","1","474","1727"
"offended","8","3","5447","2124"
"offender","8","2","1230","1864"
"offenses","8","6","1227","1886"
"offering","8","28","23290","3890"
"officers","8","83","12506","1883"
"office's","8","1","316","1024"
"official","8","75","44245","1339"
"offshoot","8","NULL","512","591"
"offshore","8","3","2039","903"
"offstage","8","1","132","1039"
"oilcloth","8","3","3","714"
"oilfield","8","NULL","111","957"
"oilseeds","8","4","10","1725"
"ointment","8","3","610","1928"
"Oklahoma","8","14","5617","509"
"oleander","8","NULL","77","2009"
"oligarch","8","NULL","46","880"
"Oliver's","8","3","139","2248"
"Olympian","8","1","186","921"
"Olympics","8","2","2972","621"
"omelette","8","NULL","53","1624"
"omission","8","3","1057","1319"
"omitting","8","6","457","2804"
"oncoming","8","2","553","2692"
"onlooker","8","2","76","921"
"ontology","8","NULL","355","1049"
"opalesce","8","NULL","0","1858"
"openings","8","7","12541","2547"
"operable","8","1","189","1518"
"operands","8","1","290","1650"
"operated","8","27","5465","2652"
"operates","8","15","5169","2460"
"operatic","8","5","237","2369"
"optician","8","NULL","61","1574"
"operator","8","49","14061","1859"
"operetta","8","6","73","1800"
"opinions","8","44","74135","1411"
"opponent","8","15","15498","1702"
"opposing","8","13","4530","2480"
"opposite","8","81","16623","1625"
"optimism","8","15","882","1033"
"optimist","8","NULL","1319","1261"
"optional","8","4","11022","1621"
"opulence","8","NULL","67","1618"
"orations","8","2","46","2492"
"oratorio","8","1","99","2623"
"orbiting","8","3","977","2909"
"orchards","8","5","104","937"
"ordained","8","4","766","2572"
"ordering","8","13","9525","4090"
"ordinary","8","72","11769","1504"
"ordinate","8","NULL","43","2294"
"ordnance","8","1","342","1010"
"organism","8","6","76012","1264"
"organist","8","1","190","1492"
"organize","8","14","5155","1097"
"orgasmic","8","NULL","465","1015"
"oriental","8","16","2994","2200"
"oriented","8","11","14100","2883"
"orifices","8","2","171","2008"
"original","8","103","126061","2623"
"nonsense","8","13","9843","3030"
"nonstick","8","NULL","91","2988"
"nonunion","8","NULL","15","2434"
"nonwhite","8","3","31","2374"
"noontide","8","NULL","94","2020"
"noontime","8","1","46","2025"
"normalcy","8","4","192","1719"
"normally","8","36","24873","1981"
"Normandy","8","1","458","1968"
"northern","8","47","27797","2918"
"notarize","8","NULL","7","1640"
"nosedive","8","NULL","100","1412"
"nosering","8","NULL","19","4335"
"nostrils","8","3","723","2180"
"notables","8","2","211","1953"
"notation","8","3","4421","2290"
"notching","8","1","47","2806"
"notebook","8","2","6194","1438"
"notecase","8","NULL","0","1798"
"nothings","8","1","172","2788"
"noticing","8","5","2310","3112"
"notified","8","4","5611","2023"
"novelist","8","15","524","2123"
"November","8","74","18740","1519"
"nowadays","8","12","4672","798"
"nuisance","8","5","1385","1199"
"numbered","8","9","4188","3099"
"numbness","8","2","311","1663"
"numerals","8","1","463","2708"
"numerate","8","NULL","9","3446"
"numerous","8","47","18429","2299"
"numinous","8","2","37","1425"
"numskull","8","NULL","11","650"
"nursling","8","NULL","0","2974"
"nuthouse","8","NULL","66","1329"
"nutrient","8","2","878","2106"
"nutshell","8","1","1530","1311"
"obedient","8","2","1013","1467"
"obituary","8","NULL","507","929"
"objected","8","13","1439","1801"
"objector","8","2","100","1008"
"obligate","8","NULL","136","1830"
"oblivion","8","2","1475","1305"
"obscured","8","7","704","1941"
"obscures","8","1","517","1749"
"observed","8","73","10357","2886"
"observer","8","16","4816","2626"
"observes","8","8","708","2694"
"obsessed","8","5","2188","2127"
"obsesses","8","2","25","1935"
"obsidian","8","1","304","1351"
"neckline","8","3","160","2800"
"obsolete","8","5","4914","1939"
"obstacle","8","10","1737","1736"
"obstruct","8","4","306","1524"
"obtained","8","115","20137","2702"
"obtrudes","8","2","1","1420"
"occasion","8","58","6664","1422"
"occluded","8","4","48","1491"
"occupant","8","4","354","1074"
"occupied","8","36","4569","1493"
"occupies","8","4","909","1301"
"neckband","8","NULL","9","1616"
"necklace","8","3","1149","1725"
"neckwear","8","NULL","10","1459"
"necrosis","8","3","241","1830"
"needless","8","11","5001","2391"
"negation","8","5","850","2121"
"negative","8","53","24446","1655"
"neglects","8","1","303","1592"
"negligee","8","NULL","87","1311"
"neighbor","8","14","4675","983"
"neonatal","8","1","383","1526"
"Nepalese","8","NULL","313","2558"
"nepotism","8","NULL","141","1705"
"nestling","8","2","60","3831"
"networks","8","16","30731","1020"
"neuritis","8","1","50","2013"
"neuronal","8","1","280","1825"
"neuroses","8","4","126","1793"
"neurosis","8","6","196","1468"
"neurotic","8","10","666","1838"
"Newarker","8","1","0","1262"
"newcomer","8","7","1573","1347"
"newfound","8","1","289","759"
"newlywed","8","1","79","1305"
"newscast","8","NULL","193","958"
"newsreel","8","1","113","910"
"newsroom","8","NULL","451","692"
"Newton's","8","3","740","1296"
"nibblers","8","1","4","2302"
"niceties","8","1","236","2144"
"Nicholas","8","7","5134","1143"
"nicknack","8","NULL","1","1140"
"nickname","8","10","4069","1171"
"nicotine","8","NULL","1165","2557"
"Nigerian","8","NULL","293","2913"
"nightcap","8","NULL","35","910"
"nihilism","8","1","297","1229"
"nihilist","8","2","172","1457"
"ninefold","8","NULL","35","1248"
"nineteen","8","18","931","2257"
"nineties","8","3","637","2533"
"nitrates","8","1","429","2422"
"nitrogen","8","12","2094","1727"
"nobility","8","4","790","1651"
"nobleman","8","2","94","1642"
"noblesse","8","1","57","2122"
"nobody's","8","4","2533","786"
"nocturne","8","3","122","1223"
"nominate","8","3","1338","2899"
"nonionic","8","1","17","2721"
"Mozart's","8","1","305","1209"
"muckheap","8","NULL","0","1246"
"muddling","8","1","85","2787"
"mudguard","8","1","19","821"
"muffling","8","1","56","2649"
"Muhammad","8","1","2709","673"
"mulberry","8","NULL","146","1995"
"mulching","8","1","79","2673"
"multiple","8","36","44662","1583"
"multiply","8","10","3467","1472"
"mumbling","8","1","444","2943"
"munching","8","1","281","2956"
"Munich's","8","1","10","1497"
"munition","8","NULL","150","2279"
"murdered","8","9","4064","3663"
"murderer","8","19","1996","3403"
"murmured","8","17","411","2278"
"Murray's","8","1","272","1581"
"muscular","8","16","2887","1466"
"mushroom","8","2","1873","996"
"musicals","8","3","880","1559"
"musician","8","23","4686","1825"
"mustache","8","5","487","1880"
"mustangs","8","1","531","2717"
"mustered","8","1","138","4393"
"mutation","8","NULL","3851","2341"
"mutilate","8","NULL","292","2517"
"mutineer","8","1","7","2376"
"mutinies","8","1","13","2526"
"mutinous","8","NULL","25","1785"
"muttered","8","17","824","3974"
"mutually","8","13","2509","1278"
"mystical","8","5","2379","2329"
"mystique","8","5","908","1535"
"mythical","8","NULL","1484","1284"
"Nadine's","8","3","21","1713"
"Nagasaki","8","2","634","707"
"namedrop","8","NULL","6","1160"
"nameless","8","2","2661","2617"
"namesake","8","2","216","1255"
"Napoleon","8","7","1464","1841"
"narcotic","8","2","554","2483"
"narrated","8","1","582","3371"
"narrator","8","11","771","2578"
"narrowed","8","9","1203","2756"
"narrower","8","7","827","2496"
"narrowly","8","6","954","2095"
"Nassau's","8","1","2","1164"
"nastiest","8","1","250","3138"
"national","8","375","114548","2221"
"nation's","8","36","4565","1925"
"nativity","8","NULL","144","1693"
"nature's","8","3","1544","1627"
"naturist","8","NULL","843","2038"
"naturism","8","NULL","255","1810"
"nauseate","8","NULL","14","2165"
"nauseous","8","NULL","261","1174"
"nautical","8","2","558","1957"
"nautilus","8","2","435","1422"
"navigate","8","1","1806","1830"
"Nazarene","8","1","654","1490"
"nearness","8","3","80","2669"
"nearside","8","NULL","21","2025"
"neatness","8","1","95","2511"
"Nebraska","8","6","4160","874"
"nebulous","8","3","475","893"
"modified","8","13","29649","2067"
"modifier","8","5","1265","1807"
"modifies","8","2","556","1875"
"modulate","8","NULL","273","2236"
"Mohammad","8","1","1235","942"
"Mohammed","8","1","1608","1690"
"moisture","8","10","2339","1573"
"molasses","8","1","550","2230"
"molecule","8","6","1368","1914"
"molehill","8","NULL","107","1668"
"moleskin","8","NULL","32","2603"
"mollusks","8","1","32","1745"
"moment's","8","5","406","2336"
"momentum","8","14","5271","2226"
"monarchy","8","NULL","1168","2166"
"monastic","8","7","207","3308"
"monaural","8","1","53","2547"
"Monday's","8","3","505","2391"
"monetary","8","9","4496","2635"
"moneybox","8","NULL","2","1994"
"Mongolia","8","1","931","2638"
"mongoose","8","NULL","363","2237"
"monitors","8","2","11804","2629"
"monogamy","8","1","630","1931"
"monogram","8","NULL","295","2208"
"monolith","8","1","5887","2800"
"monopoly","8","14","4878","2141"
"monorail","8","NULL","510","2747"
"monotone","8","3","196","2511"
"monotony","8","7","130","2300"
"monoxide","8","NULL","490","2004"
"Monsieur","8","12","522","2472"
"monsters","8","3","6376","3967"
"Monterey","8","1","1919","4345"
"Montreal","8","4","11721","3048"
"monument","8","21","1488","2620"
"moonbeam","8","NULL","97","1337"
"moonless","8","NULL","49","2744"
"moonlike","8","1","1","1637"
"moorland","8","NULL","13","1948"
"moralist","8","2","72","2849"
"morality","8","29","6231","2741"
"moralize","8","NULL","31","2454"
"moreover","8","88","7313","2533"
"Morgan's","8","6","319","1985"
"moribund","8","NULL","121","1806"
"mornings","8","10","1547","3446"
"Moroccan","8","3","237","2089"
"morosely","8","2","12","2051"
"morpheme","8","NULL","20","1964"
"Morpheus","8","NULL","557","1826"
"morphine","8","1","638","2693"
"mortally","8","1","181","2365"
"mortared","8","2","13","3266"
"mortgage","8","17","4758","1781"
"Morton's","8","1","117","2463"
"mortuary","8","NULL","103","2048"
"Moscow's","8","4","269","1433"
"mosquito","8","1","812","1339"
"mothball","8","NULL","21","1545"
"mothered","8","1","18","3655"
"motherly","8","1","114","2688"
"mother's","8","36","5005","2767"
"motional","8","1","36","2192"
"motioned","8","1","633","2755"
"motivate","8","1","1043","2317"
"motorcar","8","NULL","20","1762"
"motoring","8","1","281","3463"
"motorist","8","2","235","2286"
"motorize","8","NULL","11","1891"
"motorway","8","NULL","227","1406"
"moulding","8","1","274","3074"
"mountain","8","33","34727","2732"
"mounting","8","11","4678","3881"
"mourners","8","2","117","2615"
"mournful","8","1","135","1408"
"mourning","8","8","2042","3211"
"moussaka","8","NULL","14","1401"
"mouthful","8","3","492","1598"
"mouthing","8","2","371","3272"
"movement","8","128","30554","1963"
"movingly","8","1","21","1834"
"military","8","212","47865","2064"
"milkmaid","8","NULL","16","1198"
